Transaction_ID,Date,Entity_ID,Item_ID,Customer_ID,Employee_ID,Channel_ID,Units_Sold,Revenue
100080,2023-01-11,110,2026,10734,512,1,82,125573.27
100081,2023-01-11,136,2027,10740,511,1,36,61385.2
100082,2023-01-12,125,2017,10860,512,1,1,1806.2
100083,2023-01-12,110,2026,10419,526,3,23,37052.97
100084,2023-01-12,119,2027,10194,530,1,43,79069.13
100085,2023-01-12,115,2021,10312,515,2,1,1039.78
100086,2023-01-12,116,2032,10996,508,1,13,9543.25
100087,2023-01-12,102,2033,10722,543,2,2,2260.15
100088,2023-01-12,129,2025,10299,518,1,4,1600.07
100089,2023-01-12,104,2039,10329,510,2,5,951.51
100090,2023-01-12,129,2007,10476,508,3,15,7003.49
100091,2023-01-12,131,2001,10584,538,1,2,3881.98
100092,2023-01-12,117,2018,10117,535,2,48,76219.55
100093,2023-01-12,110,2026,10264,520,3,25,39724.66
100094,2023-01-12,127,2026,10517,512,1,70,114323.66
100095,2023-01-13,115,2025,10781,549,1,3,1229.24
100096,2023-01-13,131,2007,10519,503,1,15,6895.35
100097,2023-01-13,121,2011,10021,520,3,2,626.77
100098,2023-01-13,126,2032,10477,550,3,13,9545.68
100099,2023-01-13,138,2033,10549,512,2,3,3333.58
100100,2023-01-13,136,2027,10173,524,1,31,58083.86
100101,2023-01-13,117,2027,10948,516,2,26,45528.05
100102,2023-01-13,103,2026,10944,510,2,26,39496.12
100103,2023-01-13,114,2015,10062,519,2,5,732.24
100104,2023-01-13,113,2020,10206,541,2,8,7340.89
100105,2023-01-13,127,2027,10613,514,2,32,58758.64
100106,2023-01-13,101,2026,10631,514,1,51,82235.74
100107,2023-01-13,117,2002,10179,522,3,7,8162.73
100108,2023-01-13,134,2039,10644,504,2,18,3486.7
100109,2023-01-13,114,2032,10888,547,3,11,7900.06
100110,2023-01-13,117,2018,10342,534,2,36,59263.68
100111,2023-01-14,103,2026,10440,518,1,46,75064.07
100112,2023-01-14,134,2038,10075,534,2,8,11245.8
100113,2023-01-14,140,2007,10290,518,2,11,4988.7
100114,2023-01-14,125,2026,10557,540,2,41,67199.01
100115,2023-01-14,102,2024,10144,531,1,1,1011.38
100116,2023-01-14,134,2019,10649,542,2,2,462.7
100117,2023-01-14,126,2032,10208,520,1,6,4282.6
100118,2023-01-14,131,2018,10743,536,3,18,30040.86
100119,2023-01-14,109,2005,10272,542,3,6,8795.3
100120,2023-01-14,130,2005,10607,510,3,2,2939.39
100121,2023-01-15,120,2002,10415,503,1,8,10003.6
100122,2023-01-15,121,2018,10397,521,2,64,107552.44
100123,2023-01-15,129,2027,10384,536,3,14,25801.36
100124,2023-01-15,125,2015,10261,510,3,3,419.31
100125,2023-01-15,138,2026,10891,507,2,19,30387.08
100126,2023-01-15,125,2027,10639,522,3,29,52533.86
100127,2023-01-15,109,2018,10943,523,3,18,28877.34
100128,2023-01-15,139,2026,10167,512,2,65,104880.05
100129,2023-01-16,126,2027,10018,539,1,12,22148.09
100130,2023-01-16,137,2025,10660,513,1,2,793.23
100131,2023-01-16,116,2018,10247,540,3,46,71238.92
100132,2023-01-16,137,2026,10642,513,3,25,38306.84
100133,2023-01-16,112,2039,10296,533,1,6,1152.8
100134,2023-01-16,124,2020,10414,531,3,4,3513.73
100135,2023-01-16,126,2018,10778,548,1,22,37042.36
100136,2023-01-16,120,2025,10320,528,3,6,2345.26
100137,2023-01-16,109,2007,10554,519,3,11,5095.64
100138,2023-01-16,123,2026,10715,521,1,57,85021.77
100139,2023-01-16,139,2018,10693,532,2,18,29375.23
100140,2023-01-16,129,2007,10861,526,3,8,3698.51
100141,2023-01-16,131,2025,10181,513,3,2,842.97
100142,2023-01-16,119,2001,10296,529,2,1,1939.1
100143,2023-01-16,120,2018,10656,507,3,21,35320.47
100144,2023-01-16,123,2007,10944,547,2,15,6990.87
100145,2023-01-16,127,2002,10893,526,2,4,5024.96
100146,2023-01-17,130,2032,10061,506,1,13,9897.23
100147,2023-01-17,121,2036,10988,532,2,5,2246.07
100148,2023-01-17,135,2015,10209,536,1,2,282.82
100149,2023-01-17,107,2026,10166,523,1,27,43072.45
100150,2023-01-17,122,2018,10882,511,1,42,67620.79
100151,2023-01-17,110,2026,10300,521,3,78,116704.82
100152,2023-01-17,123,2020,10655,519,3,8,7203.41
100153,2023-01-17,115,2018,10351,534,2,48,75498.96
100154,2023-01-17,130,2027,10061,549,1,28,50881.9
100155,2023-01-17,134,2007,10263,547,3,15,6795.22
100156,2023-01-18,113,2005,10124,550,3,6,8973.09
100157,2023-01-18,104,2027,10238,544,2,25,43823.8
100158,2023-01-18,118,2027,10542,535,3,25,43047.63
100159,2023-01-18,123,2026,10932,549,3,56,90743.26
100160,2023-01-19,133,2025,10767,531,3,2,812.98
100161,2023-01-19,134,2026,10881,546,3,50,76924.41
100162,2023-01-19,134,2020,10090,529,3,4,3771.97
100163,2023-01-19,136,2018,10139,506,3,36,59434.26
100164,2023-01-19,135,2026,10891,536,2,26,40716.57
100165,2023-01-19,117,2026,10966,531,1,22,33748.33
100166,2023-01-19,128,2027,10362,532,3,13,22838.05
100167,2023-01-19,114,2027,10413,540,1,32,57864.46
100168,2023-01-19,134,2018,10860,520,2,24,39029.44
100169,2023-01-19,111,2019,10719,522,2,2,469.25
100170,2023-01-19,113,2018,10093,503,1,50,78731.31
100171,2023-01-19,133,2026,10134,508,1,38,61204.37
100172,2023-01-19,102,2023,10880,545,2,2,2732.35
100173,2023-01-19,134,2036,10204,519,3,9,4127.01
100174,2023-01-20,129,2027,10819,531,1,14,25155.68
100175,2023-01-20,137,2036,10848,532,1,5,2293.02
100176,2023-01-20,104,2027,10622,515,3,13,23230.64
100177,2023-01-20,112,2039,10038,539,1,4,778.71
100178,2023-01-20,126,2026,10457,531,3,27,40920.97
100179,2023-01-21,128,2039,10534,503,2,12,2246.41
100180,2023-01-21,103,2011,10737,532,1,2,672.35
100181,2023-01-21,120,2005,10858,510,3,2,2997.63
100182,2023-01-21,110,2026,10438,528,3,62,97242.29
100183,2023-01-21,118,2039,10680,527,2,12,2274.98
100184,2023-01-21,127,2020,10647,548,1,3,2846.96
100185,2023-01-21,131,2015,10622,546,3,5,720.77
100186,2023-01-21,127,2026,10224,540,1,49,74039.89
100187,2023-01-21,101,2026,10168,543,3,58,88712.22
100188,2023-01-21,106,2018,10107,531,1,18,27816.91
100189,2023-01-22,111,2027,10380,534,1,30,54261.34
100190,2023-01-22,134,2039,10024,505,3,12,2334.15
100191,2023-01-22,139,2036,10511,511,3,12,5067.74
100192,2023-01-22,120,2018,10809,507,1,25,39996.86
100193,2023-01-22,121,2018,10307,508,1,37,62804.44
100194,2023-01-22,121,2018,10935,517,2,52,85811.77
100195,2023-01-23,118,2018,10358,544,3,47,79196.12
100196,2023-01-23,121,2007,10370,550,1,13,6236.07
100197,2023-01-23,119,2027,10997,539,1,17,31780.93
100198,2023-01-23,104,2018,10723,541,3,48,74469.82
100199,2023-01-23,113,2036,10171,514,1,11,4692.82
100200,2023-01-23,118,2038,10581,524,1,9,13127.23
100201,2023-01-23,129,2002,10222,530,2,15,18510.75
100202,2023-01-23,125,2039,10443,550,2,12,2353.17
100203,2023-01-23,113,2027,10153,515,3,13,22729.87
100204,2023-01-23,127,2026,10862,504,3,85,128608.97
100205,2023-01-23,119,2018,10376,513,3,25,40395.58
100206,2023-01-24,101,2026,10281,505,2,46,70015.3
100207,2023-01-24,138,2018,10713,531,2,18,30629.29
100208,2023-01-24,119,2026,10219,512,2,69,112722.41
100209,2023-01-24,101,2007,10920,530,1,24,10705.43
100210,2023-01-24,140,2026,10958,549,2,49,78057.74
100211,2023-01-24,117,2018,10616,510,2,20,31636.2
100212,2023-01-25,121,2002,10811,530,3,13,16165.0
100213,2023-01-25,122,2026,10827,526,2,27,43272.77
100214,2023-01-25,115,2026,10822,544,2,53,78994.85
100215,2023-01-25,139,2020,10486,506,1,6,5554.43
100216,2023-01-25,139,2007,10510,527,2,14,6753.76
100217,2023-01-25,132,2036,10335,520,3,6,2547.61
100218,2023-01-25,104,2026,10742,528,1,57,85556.44
100219,2023-01-25,132,2007,10410,520,2,5,2335.5
100220,2023-01-25,104,2026,10054,512,2,77,120406.85
100221,2023-01-25,101,2026,10701,545,2,73,118348.96
100222,2023-01-25,133,2005,10734,521,1,7,9961.04
100223,2023-01-25,107,2026,10075,530,1,85,131537.93
100224,2023-01-26,109,2031,10349,549,2,2,1182.78
100225,2023-01-26,101,2027,10975,510,3,15,25772.86
100226,2023-01-26,116,2015,10684,505,2,5,668.99
100227,2023-01-26,118,2032,10393,537,1,15,11180.5
100228,2023-01-26,106,2018,10554,508,1,43,67044.59
100229,2023-01-26,102,2038,10157,530,1,13,19962.75
100230,2023-01-26,109,2006,10847,517,3,1,1970.94
100231,2023-01-26,104,2026,10081,503,2,49,78429.13
100232,2023-01-26,123,2026,10208,521,2,79,119975.49
100233,2023-01-26,108,2018,10826,516,1,49,79626.41
100234,2023-01-26,139,2027,10086,532,2,17,29381.3
100235,2023-01-26,125,2026,10744,527,3,41,62100.83
100236,2023-01-26,116,2002,10447,506,3,7,8577.11
100237,2023-01-27,135,2026,10177,542,2,53,80912.15
100238,2023-01-27,117,2026,10511,516,2,38,61792.32
100239,2023-01-27,118,2014,10619,545,2,1,1104.1
100240,2023-01-27,127,2040,10139,503,2,2,522.72
100241,2023-01-27,115,2036,10102,540,2,12,5379.87
100242,2023-01-27,117,2018,10473,520,2,25,39086.34
100243,2023-01-27,105,2026,10822,540,1,49,77059.78
100244,2023-01-27,116,2018,10542,507,1,26,41128.14
100245,2023-01-27,115,2027,10194,511,1,33,61954.15
100246,2023-01-27,134,2038,10833,529,3,4,6105.12
100247,2023-01-27,119,2018,10756,503,3,37,60735.93
100248,2023-01-28,108,2031,10486,521,3,4,2240.97
100249,2023-01-28,110,2026,10314,532,3,26,41733.29
100250,2023-01-28,105,2018,10697,530,1,60,97758.03
100251,2023-01-28,126,2038,10805,539,2,4,5949.64
100252,2023-01-28,122,2026,10247,511,2,56,89321.17
100253,2023-01-29,123,2025,10630,517,2,4,1626.28
100254,2023-01-29,113,2027,10438,525,3,25,42642.21
100255,2023-01-29,109,2018,10073,550,1,49,78591.8
100256,2023-01-29,120,2018,10069,525,2,35,56418.45
100257,2023-01-29,128,2038,10754,509,3,8,11611.4
100258,2023-01-29,137,2027,10152,545,3,42,77842.43
100259,2023-01-29,124,2032,10831,529,3,7,5127.57
100260,2023-01-29,133,2018,10987,515,2,18,29023.14
100261,2023-01-29,120,2026,10094,519,1,44,65672.92
100262,2023-01-29,130,2039,10435,515,2,4,792.83
100263,2023-01-30,109,2018,10783,539,1,19,30014.81
100264,2023-01-30,117,2011,10431,535,1,6,1880.8
100265,2023-01-30,136,2026,10457,540,2,41,64556.88
100266,2023-01-30,114,2018,10430,513,2,22,37501.77
100267,2023-01-30,119,2011,10229,516,3,5,1595.53
100268,2023-01-30,107,2036,10030,503,3,12,5153.36
100269,2023-01-31,103,2040,10625,531,2,1,262.25
100270,2023-01-31,133,2026,10335,501,2,22,35328.9
100271,2023-01-31,132,2027,10660,535,1,31,54286.42
100272,2023-01-31,111,2032,10569,516,1,14,10710.4
100273,2023-01-31,102,2027,10177,501,3,17,29833.95
100274,2023-01-31,126,2002,10824,550,1,11,12757.66
100275,2023-01-31,104,2011,10568,514,2,6,1931.65
100276,2023-01-31,117,2005,10409,507,1,2,2976.13
100277,2023-01-31,117,2001,10777,523,1,1,1847.93
100278,2023-01-31,128,2018,10237,535,1,45,70637.73
100279,2023-01-31,130,2018,10278,529,2,19,29920.17
100280,2023-01-31,140,2016,10077,522,3,5,1946.34
100281,2023-02-01,123,2005,10933,516,1,6,8466.23
100282,2023-02-01,124,2026,10636,529,2,26,39595.95
100283,2023-02-01,129,2018,10540,506,1,48,76781.26
100284,2023-02-01,104,2028,10654,518,1,6,10870.44
100285,2023-02-01,138,2001,10158,529,2,1,1911.33
100286,2023-02-01,129,2032,10167,525,1,15,10765.25
100287,2023-02-01,119,2039,10185,545,2,16,3106.71
100288,2023-02-01,127,2027,10389,502,3,17,29923.87
100289,2023-02-01,129,2027,10012,544,1,28,52405.19
100290,2023-02-01,136,2038,10931,532,2,3,4378.5
100291,2023-02-01,135,2015,10169,536,1,3,403.2
100292,2023-02-02,106,2040,10831,532,1,1,286.92
100293,2023-02-02,123,2027,10426,541,1,35,65537.06
100294,2023-02-02,139,2027,10893,520,2,13,22565.19
100295,2023-02-02,108,2018,10449,537,2,45,75485.28
100296,2023-02-02,102,2026,10494,542,2,48,77639.95
100297,2023-02-03,113,2026,10449,538,3,41,63076.8
100298,2023-02-03,140,2026,10106,533,1,23,34680.5
100299,2023-02-03,121,2027,10766,505,2,30,55426.25
100300,2023-02-03,131,2007,10427,506,1,12,5305.36
100301,2023-02-03,136,2018,10956,522,1,51,83916.2
100302,2023-02-04,138,2020,10916,521,1,11,9830.16
100303,2023-02-04,127,2018,10098,519,2,44,72231.01
100304,2023-02-04,136,2011,10631,543,3,9,2981.71
100305,2023-02-04,123,2010,10226,515,3,1,637.28
100306,2023-02-04,121,2018,10447,534,3,44,75110.23
100307,2023-02-04,113,2026,10887,547,3,48,75978.68
100308,2023-02-05,137,2005,10664,507,2,2,2780.91
100309,2023-02-05,126,2038,10476,517,3,8,11504.52
100310,2023-02-05,140,2027,10203,544,3,29,51693.79
100311,2023-02-05,107,2027,10968,544,2,32,59408.5
100312,2023-02-05,139,2011,10675,505,2,5,1588.56
100313,2023-02-05,122,2026,10297,539,1,25,39759.72
100314,2023-02-05,139,2026,10634,502,1,24,35759.72
100315,2023-02-06,123,2039,10016,527,3,10,1926.43
100316,2023-02-06,130,2027,10378,545,1,38,65902.05
100317,2023-02-06,118,2026,10336,524,2,49,79842.61
100318,2023-02-06,118,2032,10618,541,1,16,12267.39
100319,2023-02-06,110,2011,10774,547,1,5,1551.84
100320,2023-02-06,139,2002,10020,528,2,11,13255.61
100321,2023-02-06,130,2027,10440,547,3,25,42968.95
100322,2023-02-07,126,2007,10244,501,1,5,2377.2
100323,2023-02-07,107,2007,10244,521,1,24,10792.3
100324,2023-02-07,107,2027,10971,528,3,50,92429.88
100325,2023-02-07,105,2018,10392,503,1,38,59155.97
100326,2023-02-07,101,2026,10724,530,3,82,128935.87
100327,2023-02-07,118,2037,10736,501,2,1,1657.74
100328,2023-02-08,113,2018,10865,545,2,62,99141.9
100329,2023-02-08,125,2015,10262,547,3,5,676.49
100330,2023-02-08,140,2007,10220,545,2,17,7749.04
100331,2023-02-08,108,2008,10008,518,2,1,406.82
100332,2023-02-08,110,2005,10446,549,2,4,5988.33
100333,2023-02-08,132,2007,10014,533,2,8,3692.3
100334,2023-02-08,117,2020,10387,515,2,3,2639.39
100335,2023-02-08,138,2018,10642,524,2,35,54211.82
100336,2023-02-08,115,2027,10022,536,1,16,27292.42
100337,2023-02-08,115,2033,10225,534,1,1,1098.77
100338,2023-02-09,140,2028,10235,526,1,2,3618.76
100339,2023-02-09,120,2026,10341,540,2,43,64539.31
100340,2023-02-09,115,2007,10966,522,1,12,5385.47
100341,2023-02-09,135,2027,11000,516,3,25,44176.83
100342,2023-02-09,106,2018,10711,540,3,43,71222.88
100343,2023-02-09,130,2007,10134,542,3,14,6567.19
100344,2023-02-09,108,2032,10178,516,1,13,9278.19
100345,2023-02-10,131,2018,10556,505,2,48,75261.89
100346,2023-02-10,132,2015,10520,506,3,4,582.87
100347,2023-02-10,115,2033,10792,542,1,1,1060.48
100348,2023-02-10,118,2036,10539,524,1,10,4238.41
100349,2023-02-10,113,2018,10437,530,2,59,94187.45
100350,2023-02-10,124,2018,10051,537,2,47,74359.52
100351,2023-02-10,140,2026,10924,532,1,20,30567.0
100352,2023-02-10,114,2027,10443,519,2,27,49541.13
100353,2023-02-10,128,2005,10581,545,2,10,13720.87
100354,2023-02-10,111,2026,10979,528,2,82,126110.56
100355,2023-02-11,106,2039,10969,547,2,11,2157.84
100356,2023-02-11,125,2018,10281,508,2,40,62105.66
100357,2023-02-11,101,2036,10044,543,1,16,6673.37
100358,2023-02-11,125,2039,10687,501,3,4,775.89
100359,2023-02-11,102,2018,10631,504,1,61,103151.7
100360,2023-02-11,132,2027,10365,522,1,25,44602.29
100361,2023-02-11,113,2016,10888,522,1,6,2270.6
100362,2023-02-11,133,2027,10269,530,1,52,88718.36
100363,2023-02-11,132,2028,10693,527,1,6,11339.89
100364,2023-02-12,124,2018,10565,527,2,50,78569.01
100365,2023-02-12,127,2027,10293,513,3,13,23784.93
100366,2023-02-12,104,2032,10703,539,2,7,5136.0
100367,2023-02-12,124,2018,10194,527,3,51,79152.77
100368,2023-02-12,123,2011,10371,539,1,3,949.38
100369,2023-02-12,129,2007,10552,538,1,11,5185.44
100370,2023-02-12,134,2026,10078,508,1,54,86555.93
100371,2023-02-13,121,2039,10189,512,1,17,3342.7
100372,2023-02-13,130,2032,10607,524,1,12,9128.69
100373,2023-02-13,126,2020,10390,518,1,7,6188.15
100374,2023-02-13,120,2026,10025,515,1,20,32672.5
100375,2023-02-13,116,2018,10615,516,3,47,74335.0
100376,2023-02-13,103,2011,10302,533,1,2,622.75
100377,2023-02-13,137,2026,10671,510,1,23,35004.75
100378,2023-02-13,140,2025,10358,547,1,5,2146.77
100379,2023-02-13,125,2026,10720,524,3,53,79133.73
100380,2023-02-14,123,2039,10959,545,3,16,3188.88
100381,2023-02-14,101,2026,10859,519,1,51,76468.65
100382,2023-02-14,133,2026,10094,527,2,49,78579.38
100383,2023-02-14,115,2008,10836,545,3,1,397.92
100384,2023-02-14,117,2040,10551,541,1,2,562.46
100385,2023-02-14,134,2027,10336,531,3,16,27409.45
100386,2023-02-14,117,2036,10164,521,2,14,6016.81
100387,2023-02-14,104,2019,10903,516,1,1,239.15
100388,2023-02-15,113,2026,10341,523,3,26,38640.61
100389,2023-02-15,104,2026,10834,514,2,53,80092.56
100390,2023-02-15,107,2014,10567,523,3,1,1017.16
100391,2023-02-15,109,2027,10072,541,3,33,59091.89
100392,2023-02-15,123,2036,10042,518,1,9,3788.73
100393,2023-02-15,133,2011,10411,536,1,2,674.73
100394,2023-02-15,133,2007,10898,512,3,21,10121.02
100395,2023-02-15,120,2027,10838,537,2,36,62803.65
100396,2023-02-15,104,2018,10644,511,1,49,77556.34
100397,2023-02-15,101,2026,10021,505,3,41,66864.58
100398,2023-02-15,134,2027,10001,521,3,43,75595.64
100399,2023-02-15,127,2018,10678,532,1,19,30657.01
100400,2023-02-15,121,2032,10572,529,1,6,4560.06
100401,2023-02-16,124,2026,10076,507,3,20,30733.08
100402,2023-02-16,115,2033,10603,536,1,1,1152.59
100403,2023-02-16,135,2027,10398,540,3,35,63349.06
100404,2023-02-16,125,2033,10719,527,2,1,1115.45
100405,2023-02-16,109,2002,10088,506,1,9,11012.47
100406,2023-02-16,117,2018,10594,538,1,49,76583.03
100407,2023-02-16,121,2007,10017,504,3,22,10504.48
100408,2023-02-16,113,2020,10329,546,1,8,7316.38
100409,2023-02-16,103,2036,10943,535,2,12,5009.87
100410,2023-02-17,104,2025,10210,510,3,2,848.73
100411,2023-02-17,104,2032,10824,538,2,16,12193.51
100412,2023-02-17,128,2018,10383,550,2,46,73216.98
100413,2023-02-18,107,2018,10565,530,2,69,109793.49
100414,2023-02-18,126,2036,10640,542,2,9,3934.85
100415,2023-02-18,111,2020,10146,509,3,9,7769.31
100416,2023-02-18,124,2028,10453,516,1,4,7616.75
100417,2023-02-18,110,2016,10816,504,2,10,3988.86
100418,2023-02-18,137,2038,10393,526,2,4,5852.58
100419,2023-02-18,113,2026,10310,529,3,27,42301.15
100420,2023-02-18,139,2027,10931,528,2,49,90629.19
100421,2023-02-18,119,2007,10492,511,2,15,6805.21
100422,2023-02-18,119,2026,10760,528,2,85,132575.28
100423,2023-02-18,112,2036,10430,544,2,13,5460.01
100424,2023-02-18,122,2036,10001,532,1,6,2674.94
100425,2023-02-18,137,2003,10041,524,2,1,364.37
100426,2023-02-18,130,2018,10585,542,3,41,63778.73
100427,2023-02-19,112,2020,10672,539,1,4,3770.89
100428,2023-02-19,129,2011,10212,507,3,3,953.88
100429,2023-02-19,121,2027,10333,518,1,26,48613.34
100430,2023-02-19,111,2013,10808,503,1,3,4932.8
100431,2023-02-19,137,2018,10651,544,2,35,58565.51
100432,2023-02-19,118,2027,10446,546,2,35,64863.01
100433,2023-02-19,127,2026,10942,520,3,26,39731.15
100434,2023-02-19,137,2027,10304,534,1,29,51335.55
100435,2023-02-20,112,2039,10555,530,1,18,3401.23
100436,2023-02-20,123,2007,10691,509,2,16,7315.98
100437,2023-02-20,134,2027,10701,510,1,13,23466.38
100438,2023-02-20,138,2016,10758,506,2,5,1979.53
100439,2023-02-21,123,2019,10810,517,2,1,241.13
100440,2023-02-21,125,2002,10154,515,3,5,6204.68
100441,2023-02-21,104,2009,10616,533,2,1,1033.92
100442,2023-02-21,130,2018,10523,513,2,19,32252.0
100443,2023-02-21,130,2018,10025,542,1,41,67220.51
100444,2023-02-21,113,2036,10808,544,3,10,4490.53
100445,2023-02-21,114,2027,10025,522,3,33,62153.61
100446,2023-02-21,108,2039,10596,516,3,12,2411.74
100447,2023-02-21,124,2026,10106,534,2,41,64028.96
100448,2023-02-22,118,2016,10753,503,3,6,2376.35
100449,2023-02-22,135,2018,10119,508,2,51,84243.91
100450,2023-02-22,125,2018,10971,520,2,18,29941.22
100451,2023-02-22,117,2018,10108,547,2,46,75822.91
100452,2023-02-22,132,2027,10330,524,2,27,47409.34
100453,2023-02-22,124,2026,10180,518,3,46,70617.45
100454,2023-02-22,107,2018,10881,523,3,18,29438.75
100455,2023-02-22,113,2010,10131,501,1,1,640.08
100456,2023-02-22,127,2002,10807,502,3,4,4844.9
100457,2023-02-22,105,2015,10603,505,1,5,702.84
100458,2023-02-22,136,2007,10931,518,3,14,6410.97
100459,2023-02-23,126,2028,10753,516,3,6,10548.0
100460,2023-02-23,131,2007,10759,510,3,8,3765.28
100461,2023-02-23,110,2027,10168,529,2,13,23475.78
100462,2023-02-23,126,2018,10223,535,3,45,76669.4
100463,2023-02-23,122,2007,10469,525,3,14,6501.18
100464,2023-02-23,112,2032,10278,542,1,13,9718.85
100465,2023-02-24,132,2026,10190,524,3,47,71769.52
100466,2023-02-24,127,2016,10531,513,2,2,733.41
100467,2023-02-24,133,2036,10526,521,3,15,6691.06
100468,2023-02-24,120,2003,10997,542,1,1,364.92
100469,2023-02-24,139,2015,10755,543,3,9,1306.58
100470,2023-02-24,140,2027,10621,539,3,14,24875.57
100471,2023-02-24,113,2027,10946,534,1,26,47593.51
100472,2023-02-24,114,2018,10190,519,3,44,69846.2
100473,2023-02-24,140,2005,10983,528,1,9,12551.84
100474,2023-02-25,122,2032,10218,527,1,13,10165.11
100475,2023-02-25,118,2018,10299,550,2,50,84140.94
100476,2023-02-25,129,2014,10311,526,2,1,1026.35
100477,2023-02-25,116,2026,10236,511,1,51,79080.79
100478,2023-02-25,135,2036,10168,549,2,9,3958.55
100479,2023-02-25,134,2002,10780,535,2,7,8104.1
